#      time  integrated_mags
#     [Myr]    [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]
   278.0000    -4.99  -5.04  -5.01  -4.94  -4.94  -4.99  -3.72  -4.33  -5.02  -4.81  -4.59  -4.43  -4.39  -9.12  -7.51  -9.31  -7.35  -7.98
   292.0000    -4.97  -4.96  -4.95  -4.90  -4.91  -4.97  -3.64  -4.27  -4.99  -4.79  -4.57  -4.41  -4.37  -9.10  -7.48  -9.27  -7.21  -7.88
   597.0000    -4.48  -3.65  -3.96  -4.15  -4.26  -4.49  -2.44  -3.33  -4.29  -4.20  -4.07  -3.96  -3.94  -8.48  -6.98  -8.59  -4.12  -6.36
   542.0000    -4.47  -3.74  -4.00  -4.17  -4.27  -4.47  -2.52  -3.37  -4.30  -4.20  -4.06  -3.94  -3.92  -8.48  -6.97  -8.60  -4.66  -6.49
   869.0000    -4.19  -2.84  -3.42  -3.60  -3.85  -4.19  -1.74  -2.76  -3.80  -3.84  -3.77  -3.68  -3.67  -8.09  -6.68  -8.14  -1.22  -5.31
     8.0000    -6.39  -8.65  -8.03  -6.78  -6.61  -6.38  -7.16  -6.95  -6.80  -6.38  -6.02  -5.72  -5.60 -10.79  -8.94 -11.14 -12.07 -11.91
   110.0000    -5.34  -6.15  -5.92  -5.43  -5.37  -5.34  -4.77  -5.07  -5.49  -5.22  -4.95  -4.75  -4.68  -9.55  -7.87  -9.78  -8.85  -9.17
   640.0000    -4.45  -3.50  -3.86  -4.07  -4.21  -4.45  -2.31  -3.23  -4.22  -4.15  -4.03  -3.92  -3.91  -8.42  -6.94  -8.53  -3.57  -6.17
   670.0000    -4.43  -3.43  -3.82  -4.03  -4.18  -4.43  -2.25  -3.19  -4.19  -4.13  -4.01  -3.91  -3.90  -8.40  -6.92  -8.50  -3.21  -6.07
   683.0000    -4.42  -3.39  -3.79  -4.01  -4.17  -4.42  -2.22  -3.16  -4.17  -4.12  -4.00  -3.90  -3.88  -8.38  -6.91  -8.48  -3.06  -6.02
   629.0000    -4.53  -3.59  -3.94  -4.16  -4.30  -4.53  -2.40  -3.32  -4.31  -4.24  -4.11  -4.00  -3.99  -8.51  -7.02  -8.62  -3.70  -6.27
   212.0000    -5.18  -5.58  -5.45  -5.19  -5.16  -5.18  -4.22  -4.70  -5.26  -5.03  -4.78  -4.61  -4.56  -9.35  -7.70  -9.55  -8.16  -8.58
   989.0000    -4.09  -2.59  -3.26  -3.41  -3.70  -4.09  -1.53  -2.58  -3.63  -3.72  -3.66  -3.58  -3.57  -7.95  -6.57  -7.99  -0.39  -4.99
   617.0000    -4.51  -3.61  -3.95  -4.15  -4.28  -4.51  -2.41  -3.32  -4.30  -4.22  -4.09  -3.98  -3.97  -8.50  -7.00  -8.60  -3.86  -6.30
    32.0000    -6.15  -7.85  -7.38  -6.43  -6.30  -6.15  -6.40  -6.39  -6.46  -6.10  -5.77  -5.51  -5.42 -10.48  -8.69 -10.78 -10.93 -10.98
   135.0000    -5.23  -5.88  -5.69  -5.28  -5.24  -5.23  -4.51  -4.87  -5.35  -5.09  -4.83  -4.64  -4.58  -9.42  -7.75  -9.64  -8.52  -8.89
   687.0000    -4.42  -3.38  -3.79  -4.01  -4.17  -4.43  -2.21  -3.16  -4.17  -4.12  -4.01  -3.90  -3.89  -8.39  -6.92  -8.48  -3.04  -6.02
   371.0000    -4.69  -4.35  -4.45  -4.53  -4.58  -4.69  -3.07  -3.81  -4.64  -4.48  -4.28  -4.14  -4.12  -8.77  -7.20  -8.93  -6.20  -7.20
   441.0000    -4.58  -4.07  -4.24  -4.36  -4.43  -4.58  -2.81  -3.60  -4.48  -4.34  -4.17  -4.04  -4.02  -8.63  -7.08  -8.77  -5.60  -6.88
   409.0000    -4.59  -4.17  -4.30  -4.40  -4.46  -4.59  -2.90  -3.66  -4.51  -4.37  -4.18  -4.05  -4.02  -8.66  -7.10  -8.80  -5.88  -7.00
   558.0000    -4.50  -3.72  -4.00  -4.18  -4.29  -4.50  -2.50  -3.37  -4.31  -4.22  -4.08  -3.97  -3.95  -8.50  -6.99  -8.62  -4.51  -6.45
   479.0000    -4.59  -4.01  -4.21  -4.35  -4.43  -4.59  -2.76  -3.58  -4.47  -4.35  -4.18  -4.05  -4.03  -8.63  -7.09  -8.77  -5.36  -6.80
   607.0000    -4.50  -3.64  -3.96  -4.15  -4.28  -4.50  -2.43  -3.33  -4.30  -4.22  -4.08  -3.97  -3.96  -8.49  -6.99  -8.60  -4.03  -6.34
   403.0000    -4.63  -4.21  -4.34  -4.44  -4.50  -4.63  -2.94  -3.70  -4.55  -4.40  -4.22  -4.08  -4.06  -8.69  -7.13  -8.84  -5.93  -7.05
   216.0000    -5.22  -5.58  -5.46  -5.23  -5.19  -5.22  -4.23  -4.72  -5.30  -5.06  -4.82  -4.64  -4.59  -9.38  -7.73  -9.58  -8.15  -8.58
    48.0000    -5.82  -7.25  -6.85  -6.04  -5.93  -5.82  -5.82  -5.89  -6.08  -5.75  -5.44  -5.20  -5.11 -10.11  -8.35 -10.38 -10.24 -10.36
   851.0000    -4.20  -2.88  -3.44  -3.63  -3.87  -4.20  -1.77  -2.78  -3.83  -3.86  -3.78  -3.69  -3.67  -8.10  -6.69  -8.16  -1.41  -5.38
   207.0000    -5.21  -5.62  -5.49  -5.23  -5.20  -5.21  -4.27  -4.74  -5.30  -5.06  -4.82  -4.64  -4.59  -9.38  -7.73  -9.59  -8.19  -8.62
   448.0000    -4.61  -4.08  -4.26  -4.39  -4.46  -4.61  -2.82  -3.62  -4.51  -4.37  -4.20  -4.07  -4.05  -8.66  -7.11  -8.80  -5.58  -6.89
   676.0000    -4.44  -3.43  -3.82  -4.04  -4.19  -4.44  -2.25  -3.19  -4.20  -4.14  -4.02  -3.92  -3.90  -8.41  -6.93  -8.51  -3.18  -6.08
   222.0000    -5.20  -5.54  -5.42  -5.21  -5.17  -5.20  -4.19  -4.69  -5.28  -5.04  -4.80  -4.63  -4.58  -9.36  -7.72  -9.56  -8.11  -8.54
   357.0000    -4.70  -4.42  -4.50  -4.56  -4.60  -4.70  -3.13  -3.85  -4.66  -4.49  -4.30  -4.15  -4.13  -8.79  -7.21  -8.95  -6.35  -7.28
   380.0000    -4.67  -4.32  -4.42  -4.51  -4.55  -4.67  -3.03  -3.78  -4.61  -4.45  -4.26  -4.12  -4.10  -8.75  -7.18  -8.90  -6.15  -7.17
   908.0000    -4.17  -2.77  -3.38  -3.55  -3.82  -4.17  -1.68  -2.71  -3.76  -3.81  -3.75  -3.66  -3.65  -8.06  -6.66  -8.11  -0.96  -5.22
   432.0000    -4.57  -4.08  -4.24  -4.36  -4.43  -4.58  -2.82  -3.60  -4.48  -4.34  -4.16  -4.03  -4.01  -8.63  -7.08  -8.77  -5.65  -6.90
   381.0000    -4.67  -4.33  -4.43  -4.51  -4.55  -4.67  -3.05  -3.79  -4.62  -4.45  -4.26  -4.12  -4.09  -8.75  -7.18  -8.90  -6.18  -7.18
   698.0000    -4.44  -3.37  -3.79  -4.02  -4.18  -4.44  -2.20  -3.16  -4.18  -4.14  -4.02  -3.92  -3.91  -8.40  -6.93  -8.49  -2.89  -5.98
   251.0000    -5.11  -5.29  -5.22  -5.09  -5.07  -5.12  -3.96  -4.52  -5.17  -4.95  -4.71  -4.55  -4.50  -9.26  -7.63  -9.45  -7.73  -8.26
    98.0000    -5.61  -6.56  -6.30  -5.74  -5.67  -5.61  -5.17  -5.44  -5.80  -5.51  -5.23  -5.01  -4.94  -9.85  -8.14 -10.09  -9.31  -9.60
   759.0000    -4.31  -3.14  -3.62  -3.82  -4.02  -4.31  -2.00  -2.97  -4.00  -3.99  -3.89  -3.79  -3.78  -8.25  -6.80  -8.32  -2.27  -5.71
    71.0000    -5.71  -6.92  -6.58  -5.88  -5.79  -5.71  -5.51  -5.66  -5.93  -5.62  -5.32  -5.09  -5.01  -9.97  -8.24 -10.23  -9.80  -9.99
   209.0000    -5.17  -5.58  -5.45  -5.19  -5.15  -5.17  -4.22  -4.69  -5.26  -5.02  -4.77  -4.60  -4.55  -9.34  -7.69  -9.54  -8.16  -8.58
   347.0000    -4.73  -4.47  -4.54  -4.59  -4.63  -4.73  -3.18  -3.89  -4.69  -4.52  -4.32  -4.18  -4.15  -8.82  -7.24  -8.98  -6.45  -7.34
   916.0000    -4.15  -2.73  -3.35  -3.52  -3.79  -4.15  -1.65  -2.68  -3.73  -3.79  -3.72  -3.64  -3.62  -8.03  -6.63  -8.08  -0.86  -5.18
   425.0000    -4.56  -4.10  -4.25  -4.36  -4.42  -4.56  -2.83  -3.61  -4.47  -4.33  -4.15  -4.02  -3.99  -8.62  -7.06  -8.76  -5.73  -6.92
   249.0000    -5.10  -5.29  -5.22  -5.07  -5.06  -5.10  -3.96  -4.51  -5.15  -4.93  -4.70  -4.53  -4.49  -9.24  -7.61  -9.44  -7.75  -8.26
   128.0000    -5.24  -5.93  -5.73  -5.30  -5.25  -5.23  -4.56  -4.90  -5.36  -5.10  -4.84  -4.65  -4.59  -9.43  -7.76  -9.66  -8.59  -8.94
   569.0000    -4.45  -3.67  -3.96  -4.13  -4.24  -4.45  -2.45  -3.32  -4.26  -4.17  -4.04  -3.92  -3.90  -8.45  -6.95  -8.57  -4.42  -6.40
   601.0000    -4.49  -3.64  -3.96  -4.15  -4.27  -4.49  -2.43  -3.33  -4.29  -4.21  -4.08  -3.97  -3.95  -8.49  -6.99  -8.60  -4.07  -6.35
    10.0000    -6.54  -8.82  -8.20  -6.94  -6.77  -6.54  -7.33  -7.12  -6.96  -6.54  -6.18  -5.88  -5.75 -10.95  -9.09 -11.30 -12.21 -12.07
    45.0000    -5.96  -7.46  -7.04  -6.20  -6.08  -5.96  -6.02  -6.08  -6.24  -5.90  -5.58  -5.34  -5.25 -10.26  -8.50 -10.54 -10.45 -10.56
    83.0000    -5.69  -6.83  -6.51  -5.86  -5.77  -5.69  -5.42  -5.61  -5.90  -5.60  -5.31  -5.08  -5.01  -9.95  -8.22 -10.20  -9.66  -9.89
   511.0000    -4.55  -3.90  -4.13  -4.29  -4.37  -4.55  -2.66  -3.49  -4.41  -4.30  -4.14  -4.02  -4.00  -8.58  -7.05  -8.71  -5.02  -6.67
   454.0000    -4.61  -4.08  -4.26  -4.40  -4.47  -4.61  -2.82  -3.63  -4.51  -4.38  -4.20  -4.07  -4.05  -8.66  -7.11  -8.80  -5.55  -6.88
   349.0000    -4.73  -4.47  -4.54  -4.60  -4.63  -4.73  -3.18  -3.89  -4.70  -4.53  -4.33  -4.18  -4.15  -8.82  -7.24  -8.98  -6.43  -7.34
   538.0000    -4.54  -3.82  -4.07  -4.25  -4.35  -4.54  -2.59  -3.44  -4.38  -4.27  -4.12  -4.00  -3.99  -8.55  -7.03  -8.67  -4.77  -6.57
   176.0000    -5.15  -5.64  -5.49  -5.18  -5.15  -5.15  -4.28  -4.71  -5.25  -5.01  -4.76  -4.57  -4.52  -9.33  -7.67  -9.54  -8.21  -8.63
   846.0000    -4.26  -2.95  -3.50  -3.70  -3.93  -4.26  -1.84  -2.85  -3.90  -3.92  -3.83  -3.74  -3.73  -8.17  -6.74  -8.23  -1.51  -5.45
   483.0000    -4.60  -4.01  -4.21  -4.36  -4.44  -4.60  -2.76  -3.58  -4.48  -4.35  -4.19  -4.06  -4.04  -8.64  -7.10  -8.77  -5.31  -6.80
   307.0000    -4.91  -4.82  -4.84  -4.82  -4.83  -4.91  -3.51  -4.17  -4.91  -4.72  -4.50  -4.35  -4.31  -9.02  -7.42  -9.20  -7.00  -7.73
    13.0000    -6.29  -8.40  -7.82  -6.65  -6.49  -6.29  -6.92  -6.76  -6.67  -6.27  -5.92  -5.63  -5.52 -10.67  -8.84 -11.00 -11.72 -11.62
   880.0000    -4.20  -2.83  -3.42  -3.60  -3.86  -4.20  -1.74  -2.76  -3.81  -3.85  -3.78  -3.69  -3.67  -8.09  -6.69  -8.15  -1.16  -5.30
   355.0000    -4.70  -4.42  -4.50  -4.55  -4.59  -4.70  -3.13  -3.85  -4.66  -4.49  -4.29  -4.15  -4.12  -8.79  -7.21  -8.94  -6.37  -7.29
    96.0000    -5.67  -6.67  -6.40  -5.81  -5.74  -5.67  -5.28  -5.52  -5.87  -5.57  -5.28  -5.07  -5.00  -9.91  -8.20 -10.16  -9.43  -9.71
   401.0000    -4.61  -4.20  -4.33  -4.43  -4.48  -4.61  -2.92  -3.68  -4.54  -4.39  -4.20  -4.06  -4.04  -8.68  -7.12  -8.83  -5.92  -7.03
   974.0000    -4.08  -2.60  -3.26  -3.41  -3.70  -4.08  -1.53  -2.58  -3.63  -3.71  -3.65  -3.57  -3.55  -7.95  -6.56  -7.98  -0.47  -5.01
   354.0000    -4.70  -4.42  -4.50  -4.55  -4.59  -4.70  -3.13  -3.84  -4.66  -4.49  -4.29  -4.15  -4.12  -8.78  -7.20  -8.94  -6.37  -7.29
   625.0000    -4.52  -3.60  -3.95  -4.16  -4.29  -4.52  -2.40  -3.32  -4.31  -4.23  -4.10  -3.99  -3.98  -8.51  -7.01  -8.61  -3.76  -6.28
   203.0000    -5.19  -5.62  -5.48  -5.21  -5.17  -5.19  -4.26  -4.72  -5.28  -5.04  -4.79  -4.61  -4.56  -9.36  -7.71  -9.56  -8.18  -8.61
   173.0000    -5.14  -5.64  -5.48  -5.17  -5.13  -5.14  -4.28  -4.70  -5.24  -4.99  -4.74  -4.56  -4.51  -9.32  -7.66  -9.53  -8.20  -8.63
   836.0000    -4.24  -2.93  -3.49  -3.68  -3.92  -4.24  -1.83  -2.83  -3.88  -3.90  -3.82  -3.73  -3.71  -8.15  -6.73  -8.21  -1.52  -5.44
   136.0000    -5.23  -5.88  -5.69  -5.29  -5.24  -5.23  -4.51  -4.88  -5.35  -5.09  -4.83  -4.64  -4.58  -9.42  -7.75  -9.64  -8.52  -8.89
   480.0000    -4.59  -4.01  -4.21  -4.35  -4.43  -4.59  -2.76  -3.58  -4.48  -4.35  -4.18  -4.05  -4.03  -8.63  -7.09  -8.77  -5.35  -6.80
   675.0000    -4.44  -3.43  -3.82  -4.04  -4.19  -4.44  -2.25  -3.19  -4.20  -4.14  -4.02  -3.92  -3.90  -8.41  -6.93  -8.51  -3.18  -6.08
   623.0000    -4.52  -3.60  -3.95  -4.16  -4.29  -4.52  -2.41  -3.32  -4.30  -4.23  -4.10  -3.99  -3.98  -8.50  -7.01  -8.61  -3.77  -6.29
   224.0000    -5.21  -5.54  -5.43  -5.21  -5.18  -5.21  -4.19  -4.70  -5.28  -5.05  -4.81  -4.64  -4.59  -9.37  -7.73  -9.57  -8.10  -8.54
   557.0000    -4.49  -3.72  -4.00  -4.17  -4.28  -4.49  -2.50  -3.37  -4.31  -4.22  -4.07  -3.96  -3.94  -8.50  -6.99  -8.61  -4.53  -6.46
    89.0000    -5.80  -6.89  -6.59  -5.97  -5.88  -5.80  -5.49  -5.71  -6.01  -5.71  -5.42  -5.20  -5.12 -10.06  -8.33 -10.31  -9.69  -9.94
   353.0000    -4.66  -4.38  -4.46  -4.51  -4.55  -4.66  -3.09  -3.80  -4.61  -4.45  -4.25  -4.11  -4.08  -8.74  -7.17  -8.90  -6.33  -7.25
   256.0000    -5.05  -5.20  -5.14  -5.01  -5.00  -5.05  -3.87  -4.43  -5.09  -4.88  -4.65  -4.48  -4.44  -9.19  -7.56  -9.38  -7.61  -8.16
   962.0000    -4.10  -2.63  -3.28  -3.44  -3.72  -4.10  -1.56  -2.60  -3.66  -3.73  -3.67  -3.59  -3.57  -7.97  -6.58  -8.01  -0.56  -5.05
    54.0000    -5.70  -7.02  -6.65  -5.89  -5.79  -5.70  -5.60  -5.71  -5.93  -5.61  -5.31  -5.08  -5.00  -9.97  -8.23 -10.24  -9.96 -10.11
   581.0000    -4.47  -3.66  -3.95  -4.14  -4.25  -4.47  -2.44  -3.32  -4.27  -4.19  -4.05  -3.94  -3.92  -8.46  -6.96  -8.58  -4.24  -6.38
    40.0000    -5.81  -7.32  -6.89  -6.04  -5.93  -5.81  -5.88  -5.92  -6.08  -5.74  -5.43  -5.18  -5.09 -10.11  -8.34 -10.39 -10.36 -10.44
   413.0000    -4.60  -4.16  -4.31  -4.41  -4.47  -4.60  -2.89  -3.66  -4.52  -4.38  -4.19  -4.06  -4.03  -8.67  -7.11  -8.81  -5.84  -6.99
   453.0000    -4.59  -4.05  -4.23  -4.37  -4.44  -4.59  -2.79  -3.60  -4.49  -4.35  -4.18  -4.05  -4.03  -8.64  -7.09  -8.78  -5.51  -6.85
    36.0000    -5.93  -7.50  -7.06  -6.18  -6.06  -5.93  -6.06  -6.08  -6.21  -5.87  -5.55  -5.30  -5.21 -10.24  -8.47 -10.52 -10.55 -10.63
   241.0000    -5.09  -5.33  -5.24  -5.07  -5.05  -5.09  -3.99  -4.52  -5.15  -4.93  -4.69  -4.53  -4.48  -9.24  -7.61  -9.44  -7.82  -8.30
   757.0000    -4.31  -3.14  -3.62  -3.82  -4.02  -4.31  -2.00  -2.97  -4.00  -3.99  -3.89  -3.79  -3.78  -8.24  -6.79  -8.32  -2.28  -5.72
   245.0000    -5.08  -5.29  -5.21  -5.06  -5.04  -5.08  -3.95  -4.50  -5.13  -4.91  -4.68  -4.51  -4.47  -9.23  -7.60  -9.42  -7.77  -8.27
   497.0000    -4.56  -3.94  -4.15  -4.30  -4.39  -4.56  -2.70  -3.52  -4.43  -4.31  -4.14  -4.02  -4.00  -8.59  -7.06  -8.72  -5.19  -6.72
   301.0000    -4.96  -4.91  -4.91  -4.89  -4.90  -4.97  -3.59  -4.25  -4.98  -4.78  -4.56  -4.41  -4.37  -9.09  -7.48  -9.26  -7.10  -7.82
   981.0000    -4.09  -2.59  -3.26  -3.41  -3.70  -4.09  -1.53  -2.58  -3.63  -3.71  -3.66  -3.58  -3.56  -7.95  -6.57  -7.99  -0.42  -5.00
   725.0000    -4.36  -3.24  -3.69  -3.90  -4.09  -4.36  -2.09  -3.05  -4.08  -4.05  -3.94  -3.84  -3.83  -8.31  -6.85  -8.39  -2.58  -5.84
   149.0000    -5.27  -5.86  -5.69  -5.32  -5.28  -5.27  -4.50  -4.89  -5.39  -5.13  -4.87  -4.69  -4.63  -9.46  -7.79  -9.68  -8.47  -8.86
   587.0000    -4.46  -3.64  -3.94  -4.13  -4.24  -4.46  -2.43  -3.31  -4.27  -4.18  -4.05  -3.94  -3.92  -8.46  -6.96  -8.57  -4.17  -6.35
   824.0000    -4.29  -3.00  -3.55  -3.74  -3.97  -4.29  -1.89  -2.89  -3.94  -3.95  -3.87  -3.78  -3.76  -8.20  -6.78  -8.27  -1.66  -5.52
   317.0000    -4.95  -4.83  -4.85  -4.87  -4.88  -4.95  -3.52  -4.20  -4.96  -4.76  -4.55  -4.39  -4.36  -9.07  -7.46  -9.24  -6.95  -7.72
   236.0000    -5.13  -5.41  -5.31  -5.12  -5.10  -5.13  -4.07  -4.59  -5.20  -4.97  -4.73  -4.56  -4.51  -9.29  -7.65  -9.48  -7.94  -8.40
   517.0000    -4.56  -3.90  -4.13  -4.29  -4.38  -4.56  -2.66  -3.50  -4.42  -4.30  -4.15  -4.03  -4.01  -8.59  -7.06  -8.71  -4.99  -6.66
   765.0000    -4.31  -3.12  -3.61  -3.82  -4.02  -4.31  -1.98  -2.96  -4.00  -3.99  -3.89  -3.79  -3.78  -8.24  -6.80  -8.32  -2.19  -5.68
   847.0000    -4.23  -2.93  -3.48  -3.67  -3.90  -4.23  -1.82  -2.82  -3.87  -3.89  -3.80  -3.71  -3.70  -8.14  -6.71  -8.20  -1.57  -5.44
   284.0000    -4.97  -5.00  -4.98  -4.91  -4.91  -4.97  -3.68  -4.29  -5.00  -4.79  -4.57  -4.41  -4.37  -9.10  -7.49  -9.28  -7.29  -7.93
   104.0000    -5.41  -6.28  -6.04  -5.52  -5.45  -5.41  -4.90  -5.18  -5.57  -5.29  -5.02  -4.81  -4.75  -9.63  -7.94  -9.87  -9.01  -9.31
   628.0000    -4.53  -3.59  -3.94  -4.16  -4.30  -4.53  -2.40  -3.32  -4.31  -4.24  -4.11  -4.00  -3.99  -8.51  -7.02  -8.62  -3.70  -6.27
   837.0000    -4.24  -2.93  -3.49  -3.68  -3.92  -4.24  -1.83  -2.83  -3.88  -3.90  -3.82  -3.73  -3.71  -8.15  -6.73  -8.21  -1.52  -5.44
   889.0000    -4.15  -2.78  -3.37  -3.55  -3.80  -4.15  -1.69  -2.70  -3.75  -3.80  -3.72  -3.64  -3.62  -8.04  -6.63  -8.09  -1.10  -5.25
   773.0000    -4.25  -3.05  -3.55  -3.75  -3.95  -4.25  -1.92  -2.90  -3.93  -3.93  -3.83  -3.74  -3.72  -8.18  -6.74  -8.26  -2.06  -5.61
   702.0000    -4.42  -3.34  -3.77  -3.98  -4.15  -4.42  -2.18  -3.13  -4.15  -4.11  -4.00  -3.89  -3.88  -8.37  -6.91  -8.46  -2.87  -5.96
   421.0000    -4.59  -4.16  -4.30  -4.40  -4.46  -4.60  -2.89  -3.66  -4.52  -4.37  -4.19  -4.05  -4.03  -8.66  -7.10  -8.81  -5.85  -6.99
   572.0000    -4.45  -3.67  -3.96  -4.13  -4.24  -4.45  -2.45  -3.32  -4.26  -4.18  -4.04  -3.92  -3.91  -8.45  -6.95  -8.57  -4.42  -6.40
   171.0000    -5.13  -5.63  -5.48  -5.16  -5.13  -5.13  -4.27  -4.69  -5.23  -4.99  -4.74  -4.55  -4.50  -9.31  -7.65  -9.52  -8.20  -8.62
   568.0000    -4.49  -3.72  -4.00  -4.17  -4.28  -4.49  -2.50  -3.37  -4.31  -4.21  -4.07  -3.96  -3.94  -8.49  -6.98  -8.61  -4.51  -6.46
   215.0000    -5.20  -5.58  -5.46  -5.22  -5.18  -5.20  -4.23  -4.71  -5.28  -5.05  -4.80  -4.63  -4.58  -9.37  -7.72  -9.57  -8.16  -8.58
   126.0000    -5.23  -5.92  -5.72  -5.29  -5.24  -5.23  -4.55  -4.89  -5.36  -5.09  -4.83  -4.64  -4.58  -9.42  -7.75  -9.65  -8.59  -8.94
   185.0000    -5.19  -5.66  -5.51  -5.22  -5.19  -5.19  -4.30  -4.74  -5.29  -5.05  -4.80  -4.62  -4.56  -9.37  -7.71  -9.58  -8.22  -8.65
   476.0000    -4.57  -4.01  -4.20  -4.34  -4.42  -4.57  -2.76  -3.56  -4.46  -4.33  -4.16  -4.03  -4.01  -8.62  -7.07  -8.75  -5.39  -6.80
   351.0000    -4.70  -4.42  -4.50  -4.56  -4.60  -4.70  -3.13  -3.85  -4.66  -4.49  -4.30  -4.15  -4.13  -8.79  -7.21  -8.95  -6.37  -7.29
   449.0000    -4.61  -4.08  -4.26  -4.39  -4.46  -4.61  -2.82  -3.62  -4.51  -4.37  -4.20  -4.07  -4.05  -8.66  -7.11  -8.80  -5.57  -6.89
    39.0000    -5.75  -7.24  -6.82  -5.98  -5.87  -5.75  -5.80  -5.85  -6.01  -5.68  -5.37  -5.13  -5.04 -10.04  -8.29 -10.32 -10.27 -10.36
   426.0000    -4.56  -4.10  -4.25  -4.36  -4.42  -4.56  -2.83  -3.61  -4.48  -4.33  -4.15  -4.02  -4.00  -8.62  -7.07  -8.77  -5.73  -6.92
   490.0000    -4.57  -3.97  -4.18  -4.32  -4.40  -4.57  -2.73  -3.54  -4.45  -4.32  -4.16  -4.03  -4.01  -8.61  -7.07  -8.74  -5.28  -6.76
   913.0000    -4.15  -2.74  -3.35  -3.52  -3.78  -4.15  -1.65  -2.68  -3.73  -3.78  -3.72  -3.63  -3.62  -8.03  -6.63  -8.07  -0.90  -5.18
    50.0000    -5.87  -7.29  -6.90  -6.09  -5.98  -5.87  -5.86  -5.94  -6.13  -5.80  -5.49  -5.25  -5.16 -10.16  -8.41 -10.44 -10.26 -10.39
   705.0000    -4.42  -3.33  -3.77  -3.98  -4.16  -4.42  -2.17  -3.13  -4.15  -4.12  -4.00  -3.90  -3.89  -8.38  -6.91  -8.47  -2.84  -5.95
   932.0000    -4.14  -2.70  -3.33  -3.49  -3.77  -4.14  -1.62  -2.66  -3.71  -3.77  -3.71  -3.63  -3.61  -8.01  -6.62  -8.06  -0.76  -5.14
   830.0000    -4.26  -2.97  -3.51  -3.71  -3.94  -4.26  -1.86  -2.86  -3.90  -3.92  -3.84  -3.75  -3.73  -8.17  -6.75  -8.24  -1.59  -5.48
   132.0000    -5.26  -5.94  -5.74  -5.32  -5.28  -5.26  -4.56  -4.92  -5.39  -5.13  -4.87  -4.67  -4.61  -9.46  -7.78  -9.68  -8.58  -8.95
    95.0000    -5.68  -6.68  -6.40  -5.82  -5.74  -5.68  -5.28  -5.53  -5.87  -5.57  -5.29  -5.08  -5.00  -9.92  -8.21 -10.17  -9.44  -9.72
   281.0000    -5.00  -5.04  -5.01  -4.95  -4.94  -5.00  -3.72  -4.33  -5.03  -4.82  -4.60  -4.44  -4.40  -9.13  -7.51  -9.31  -7.34  -7.98
   770.0000    -4.28  -3.09  -3.58  -3.79  -3.99  -4.28  -1.95  -2.93  -3.97  -3.96  -3.86  -3.76  -3.75  -8.21  -6.77  -8.29  -2.14  -5.65
   606.0000    -4.50  -3.64  -3.96  -4.15  -4.28  -4.50  -2.43  -3.33  -4.30  -4.22  -4.08  -3.97  -3.96  -8.49  -6.99  -8.60  -4.03  -6.34
   154.0000    -5.24  -5.81  -5.64  -5.29  -5.25  -5.24  -4.44  -4.85  -5.36  -5.10  -4.85  -4.66  -4.60  -9.43  -7.76  -9.64  -8.41  -8.81
    59.0000    -5.65  -6.94  -6.57  -5.84  -5.74  -5.65  -5.52  -5.64  -5.88  -5.56  -5.27  -5.04  -4.96  -9.92  -8.18 -10.18  -9.87 -10.02
   519.0000    -4.56  -3.90  -4.13  -4.29  -4.38  -4.56  -2.66  -3.50  -4.42  -4.31  -4.15  -4.03  -4.01  -8.59  -7.06  -8.71  -4.98  -6.66
   915.0000    -4.15  -2.73  -3.35  -3.52  -3.79  -4.15  -1.65  -2.68  -3.73  -3.79  -3.72  -3.64  -3.62  -8.03  -6.63  -8.08  -0.88  -5.18
   583.0000    -4.46  -3.64  -3.94  -4.12  -4.24  -4.46  -2.43  -3.31  -4.26  -4.18  -4.04  -3.93  -3.91  -8.45  -6.95  -8.56  -4.22  -6.36
   614.0000    -4.50  -3.62  -3.95  -4.15  -4.28  -4.50  -2.42  -3.32  -4.29  -4.22  -4.08  -3.97  -3.96  -8.49  -6.99  -8.60  -3.92  -6.31
   997.0000    -4.08  -2.57  -3.25  -3.39  -3.68  -4.08  -1.51  -2.56  -3.61  -3.70  -3.65  -3.57  -3.55  -7.94  -6.56  -7.97  -0.33  -4.96
   359.0000    -4.70  -4.40  -4.49  -4.55  -4.59  -4.70  -3.11  -3.84  -4.66  -4.49  -4.29  -4.15  -4.12  -8.79  -7.21  -8.94  -6.31  -7.26
   105.0000    -5.43  -6.28  -6.04  -5.53  -5.46  -5.42  -4.90  -5.19  -5.59  -5.31  -5.03  -4.83  -4.76  -9.65  -7.95  -9.88  -9.00  -9.31
   496.0000    -4.52  -3.89  -4.11  -4.26  -4.34  -4.52  -2.65  -3.47  -4.38  -4.27  -4.10  -3.98  -3.96  -8.55  -7.02  -8.68  -5.13  -6.67
   424.0000    -4.56  -4.10  -4.25  -4.36  -4.42  -4.56  -2.83  -3.60  -4.47  -4.33  -4.15  -4.01  -3.99  -8.62  -7.06  -8.76  -5.74  -6.92
   322.0000    -4.93  -4.77  -4.81  -4.84  -4.85  -4.93  -3.46  -4.16  -4.93  -4.74  -4.52  -4.37  -4.34  -9.04  -7.44  -9.21  -6.85  -7.66
